issuekey;doc_clean;storypoint_label
XD-2286;Simple OOTB job for testing Similar to {{time | log}} we should ship a simple batch job that appends a timestamp to a file. This will make it much easier to validate job functionality especially in automated tests.;0
XD-2287;Have ResourceModuleRegistry transparently proxy a remote root thru filesystem ArchiveModuleRegistry and the use of Boot Archives inherently relies on java.io.File  Have ResourceModuleRegistry extend/compose ArchiveMR to transparently download and cache (remote) jars that may be located in a (non-file:) location.    The staging area should be customizable but some subdir of java.io.tmpdir sounds like a sensible default;0
XD-2289;Redis backed aggregate counters should return results inclusive of startend time interval An aggregate counter query should return results inclusive of start and end time [startend] for time resolutions minute hour day month.;0
XD-229;Add RabbitMQ-based implementation of ChannelRegistry;0
XD-2290;Documentation for aggregate counter REST API should include query parameters Query parameters for resolution from and to should be documented along with how to specify the time string (yyyy-MM-dd HH:mm:ss).;0
XD-2291;Shell - Handle Pagination This may be broken down into 2 issues. First of all we need to define the proper UI interaction for the CLI to deal with pagination and then of course the actual implementation.;0
XD-23;add file source and sink modules;0
XD-230;Add RabbitMQ source module configurable parameters should include the queue-name(s) and optional binding key pattern    connection info such as host and port should also be configurable but with defaults (localhost and default port) and that should likely fallback to a rabbit.properties file in the $XD_HOME/config directory;0
XD-2301;Research Spark integration options *Spike scope:*  * Brainstorm * Identify options * Document;0
XD-2305;POC for Spark Integration *Spike Scope:*    * Experiment with identified options  * POC with the logical integration choice;0
XD-2307;Add support for PHD 2.1 (XD 1.1 M1 Release) *XD 1.1 M1 Release + PHD 2.1 Upgrade - Action Items:*    * Update to SHDP 2.1.M2   * Add Hadoop 2.5 (hadoop25)  * Remove hadoop22  * Remove PHD 1.0 (phd1)   * Change PHD 2.x from phd20 to phd21  * Test PHD 2.0 with phd21;0
XD-2309;"Incremental data import with jdbchdfs job Enhance the current jdbchdfs job in spring-xd to have an incremental load / delta load feature similar to sqoop. See sqoop documentation [here|http://sqoop.apache.org/docs/1.4.5/SqoopUserGuide.html#_incremental_imports]. The job will need to maintain some state between executions in order to decide the start point for the next data load.     The jdbchdfs job definition could take the following 2 new options.     h5. checkColumn   optional  Specifies the column to be examined when determining which rows to import. (the column should not be of type CHAR/NCHAR/VARCHAR/VARNCHAR/ LONGVARCHAR/LONGNVARCHAR). Column should be numeric or timestamp.  h5. lastValue   optional  If specified this will override any data saved from previous job runs. If not specified will take the saved max-value from the last job run. If no last job run data is available then it will not be an incremental load and all the data which satisfies the query will be used.    Sqoop provides 2 modes of operation for incremental load 'append' and 'lastModified'. For jdbchdfs the job will always append as it is writing to a hdfs file.    Example: To import data from the database table some_table which has a last update column called lastUpdated you could use.  {code}  xd:> job create myjob --definition ""jdbchdfs --sql='select col1col2col3 from some_table' --checkColumn=lastUpdated"" --deploy  {code}    The batch job should also be capable of being partitioned to run in parallel across multiple containers";0
XD-2310;"Parsing issues with kafka-bus.xml Using Kafka as a transport option yields:    [2014-11-04 12:18:30.528] boot - 24061 ERROR [main] --- SpringApplication: Application startup failed  org.springframework.beans.factory.parsing.BeanDefinitionParsingException: Configuration problem: Failed to import bean definitions from URL location [classpath*:/META-INF/spring-xd/transports/kafka-bus.xml]  Offending resource: class path resource [META-INF/spring-xd/bus/message-bus.xml] nested exception is org.springframework.beans.factory.xml.XmlBeanDefinitionStoreException: Line 9 in XML document from URL [jar:file:/Users/mbogoevici/.gradle/caches/modules-2/files-2.1/org.springframework.xd/spring-xd-dirt/1.1.0.BUILD-SNAPSHOT/cf6a9a013dbde49d2925e2b5177d01a028379758/spring-xd-dirt-1.1.0.BUILD-SNAPSHOT.jar!/META-INF/spring-xd/transports/kafka-bus.xml] is invalid nested exception is org.xml.sax.SAXParseException lineNumber: 9 columnNumber: 26 Open quote is expected for attribute ""{1}"" associated with an  element type  ""value"".    org.springframework.beans.factory.parsing.FailFastProblemReporter.error(FailFastProblemReporter.java:70)    org.springframework.beans.factory.parsing.ReaderContext.error(ReaderContext.java:85)    org.springframework.beans.factory.parsing.ReaderContext.error(ReaderContext.java:76)    org.springframework.beans.factory.xml.DefaultBeanDefinitionDocumentReader.importBeanDefinitionResource(DefaultBeanDefinitionDocumentReader.java:248)    org.springframework.beans.factory.xml.DefaultBeanDefinitionDocumentReader.parseDefaultElement(DefaultBeanDefinitionDocumentReader.java:199)    org.springframework.beans.factory.xml.DefaultBeanDefinitionDocumentReader.parseBeanDefinitions(DefaultBeanDefinitionDocumentReader.java:184)    org.springframework.beans.factory.xml.DefaultBeanDefinitionDocumentReader.doRegisterBeanDefinitions(DefaultBeanDefinitionDocumentReader.java:141)    org.springframework.beans.factory.xml.DefaultBeanDefinitionDocumentReader.registerBeanDefinitions(DefaultBeanDefinitionDocumentReader.java:110)    org.springframework.beans.factory.xml.XmlBeanDefinitionReader.registerBeanDefinitions(XmlBeanDefinitionReader.java:508)    org.springframework.beans.factory.xml.XmlBeanDefinitionReader.doLoadBeanDefinitions(XmlBeanDefinitionReader.java:391)    org.springframework.beans.factory.xml.XmlBeanDefinitionReader.loadBeanDefinitions(XmlBeanDefinitionReader.java:335)    org.springframework.beans.factory.xml.XmlBeanDefinitionReader.loadBeanDefinitions(XmlBeanDefinitionReader.java:303)    org.springframework.beans.factory.support.AbstractBeanDefinitionReader.loadBeanDefinitions(AbstractBeanDefinitionReader.java:180)    org.springframework.beans.factory.support.AbstractBeanDefinitionReader.loadBeanDefinitions(AbstractBeanDefinitionReader.java:216)    org.springframework.beans.factory.support.AbstractBeanDefinitionReader.loadBeanDefinitions(AbstractBeanDefinitionReader.java:187)    org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader.loadBeanDefinitionsFromImportedResources(ConfigurationClassBeanDefinitionReader.java:313)    org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader.loadBeanDefinitionsForConfigurationClass(ConfigurationClassBeanDefinitionReader.java:138)    org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader.loadBeanDefinitions(ConfigurationClassBeanDefinitionReader.java:116)    org.springframework.context.annotation.ConfigurationClassPostProcessor.processConfigBeanDefinitions(ConfigurationClassPostProcessor.java:330)    org.springframework.context.annotation.ConfigurationClassPostProcessor.postProcessBeanDefinitionRegistry(ConfigurationClassPostProcessor.java:243)    org.springframework.context.support.PostProcessorRegistrationDelegate.invokeBeanDefinitionRegistryPostProcessors(PostProcessorRegistrationDelegate.java:254)    org.springframework.context.support.PostProcessorRegistrationDelegate.invokeBeanFactoryPostProcessors(PostProcessorRegistrationDelegate.java:94)    org.springframework.context.support.AbstractApplicationContext.invokeBeanFactoryPostProcessors(AbstractApplicationContext.java:609)    org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:464)    org.springframework.boot.SpringApplication.refresh(SpringApplication.java:691)    org.springframework.boot.SpringApplication.run(SpringApplication.java:320)    org.springframework.boot.builder.SpringApplicationBuilder.run(SpringApplicationBuilder.java:142)    org.springframework.boot.builder.SpringApplicationBuilder.run(SpringApplicationBuilder.java:129)    org.springframework.xd.dirt.server.SingleNodeApplication.run(SingleNodeApplication.java:63)    org.springframework.xd.demo.kafka.KafkaDemo.main(KafkaDemo.java:28)    sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)    sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)    sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)    java.lang.reflect.Method.invoke(Method.java:606)    com.intellij.rt.execution.application.AppMain.main(AppMain.java:134)  Caused by: org.springframework.beans.factory.xml.XmlBeanDefinitionStoreException: Line 9 in XML document from URL [jar:file:/Users/mbogoevici/.gradle/caches/modules-2/files-2.1/org.springframework.xd/spring-xd-dirt/1.1.0.BUILD-SNAPSHOT/cf6a9a013dbde49d2925e2b5177d01a028379758/spring-xd-dirt-1.1.0.BUILD-SNAPSHOT.jar!/META-INF/spring-xd/transports/kafka-bus.xml] is invalid nested exception is org.xml.sax.SAXParseException lineNumber: 9 columnNumber: 26 Open quote is expected for attribute ""{1}"" associated with an  element type  ""value"".    org.springframework.beans.factory.xml.XmlBeanDefinitionReader.doLoadBeanDefinitions(XmlBeanDefinitionReader.java:398)    org.springframework.beans.factory.xml.XmlBeanDefinitionReader.loadBeanDefinitions(XmlBeanDefinitionReader.java:335)    org.springframework.beans.factory.xml.XmlBeanDefinitionReader.loadBeanDefinitions(XmlBeanDefinitionReader.java:303)    org.springframework.beans.factory.support.AbstractBeanDefinitionReader.loadBeanDefinitions(AbstractBeanDefinitionReader.java:180)    org.springframework.beans.factory.support.AbstractBeanDefinitionReader.loadBeanDefinitions(AbstractBeanDefinitionReader.java:216)    org.springframework.beans.factory.xml.DefaultBeanDefinitionDocumentReader.importBeanDefinitionResource(DefaultBeanDefinitionDocumentReader.java:242)  	... 31 more  Caused by: org.xml.sax.SAXParseException lineNumber: 9 columnNumber: 26 Open quote is expected for attribute ""{1}"" associated with an  element type  ""value"".    com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.createSAXParseException(ErrorHandlerWrapper.java:198)    com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.fatalError(ErrorHandlerWrapper.java:177)    com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:441)    com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:368)    com.sun.org.apache.xerces.internal.impl.XMLScanner.reportFatalError(XMLScanner.java:1436)    com.sun.org.apache.xerces.internal.impl.XMLScanner.scanAttributeValue(XMLScanner.java:829)    com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl.scanAttribute(XMLNSDocumentScannerImpl.java:439)    com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl.scanStartElement(XMLNSDocumentScannerImpl.java:255)    com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$FragmentContentDriver.next(XMLDocumentFragmentScannerImpl.java:2786)    com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl.next(XMLDocumentScannerImpl.java:606)    com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl.next(XMLNSDocumentScannerImpl.java:117)    com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanDocument(XMLDocumentFragmentScannerImpl.java:510)    com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:848)    com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:777)    com.sun.org.apache.xerces.internal.parsers.XMLParser.parse(XMLParser.java:141)    com.sun.org.apache.xerces.internal.parsers.DOMParser.parse(DOMParser.java:243)    com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderImpl.parse(DocumentBuilderImpl.java:347)    org.springframework.beans.factory.xml.DefaultDocumentLoader.loadDocument(DefaultDocumentLoader.java:76)    org.springframework.beans.factory.xml.XmlBeanDefinitionReader.doLoadDocument(XmlBeanDefinitionReader.java:428)    org.springframework.beans.factory.xml.XmlBeanDefinitionReader.doLoadBeanDefinitions(XmlBeanDefinitionReader.java:390)  	... 36 more";0
XD-2314;Vary producer threads (XD-B-2) Send 1M messages of 1000 bytes via the generator vary the number of producer threads.  Measure the msg/sec rate and calculate the data transfer rate in MB/sec.  *Number of threads* * 2 * 4 * 8;0
XD-2316;"REST: ""jobs/configurations"" returns 404 if one job has error There is a bug in the deployments rest end-point.     *How to reproduce:*     * Deploy a Batch job (success) that for example does not all necessary libraries in the class-patch and thus causes a “java.lang.ClassNotFoundException�?    *Result:*    You cannot retrieve the list of deployments list anymore using:    * http://localhost:9393/jobs/configurations    The rest endpoint will now report:    [{""links"":[]""logref"":""NoSuchBatchJobException""""message"":""Batch Job with the name myJob doesn't exist""}]    This message is not entirely wrong…but extremely misleading. I think we should still return the entire list and rather mark the job as having an error.    Also returning an “404 Not Found�? is misleading as well.";0
XD-2318;Create Boot Starters for Modules Create various boot starter projects for module developers. This should include templates for source processor sink and job and ideally different options for each. For example a processor configured with XML SI Java DSL or SI Java DSL with lambdas.;0
XD-2320;UI: Create a dedicated Launch Page for Jobs Create a dedicated Launch Page for Jobs. Currently we create a launch form underneath the deployments table. That is a bit unwieldy when many deployed jobs are shown in the table.;0
XD-2321;UI: Create a dedicated scheduling page for Jobs Create a dedicated Scheduling Page for Jobs. Currently we create a form underneath the deployments table. That is a bit unwieldy when many deployed jobs are shown in the table.    Similar to XD-2320;0
XD-2322;Enable configuration of replication factor on the Kafka message bus The field exists and it is referred to in application.yml but it does not have a setter and the bus will always use the configured default which is 1.;0
XD-2324;Add Partitioned Job Integration Tests Using Other Bus Implementations {{JobCommandTests}} in xd-shell only uses a {{LocalMessageBus}} so the problem in XD-2323 was not discovered until a manual integration test was executed.  At a minimum {{JobCommandTests.testLaunchPartitionedJob()}} should be run with all bus implementations.;0
XD-2325;Set 'auto-startup' to false in Kafka source We have to explicitly set it to false in order to avoid an early start of the poller and the associated DistpatcherHasNoSubscribersException.;0
XD-2326;"Can't create stream running on Windows Trying to test on Windows and getting the following exception when createing a stream - 'stream create --name tictoc --definition ""time | log'    {code}  09:34:20789 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - XD Home: C:\Test\spring-xd-1.1.0.BUILD-SNAPSHOT\xd\bin\..  09:34:20790 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - Transport: local  09:34:20790 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - XD config location: file:C:\Test\spring-xd-1.1.0.BUILD-SNAPSHOT\xd\bin\../config//  09:34:20790 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - XD config names: serversapplication  09:34:20793 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - XD module config location: file:C:\Test\spring-xd-1.1.0.BUILD-SNAPSHOT\xd\bin\../config//mo  dules/  09:34:20794 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - XD module config name: modules  09:34:20795 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - Admin web UI: http://Seattle:9393/admin-ui  09:34:20797 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - Zookeeper at: localhost:64424  09:34:20798 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - Zookeeper namespace: xd  09:34:20799 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - Analytics: memory  09:34:20913 1.1.0.SNAP  INFO LeaderSelector-0 server.DeploymentSupervisor - Leader Admin singlenode:defaultadminsinglenodehsqldbServer:9393 is watching for  stream/job deployment requests.  09:34:21013 1.1.0.SNAP  INFO DeploymentSupervisor-0 server.ContainerListener - Path cache event: type=INITIALIZED  09:34:21070 1.1.0.SNAP  INFO main server.AdminServerApplication - Started AdminServerApplication in 6.364 seconds (JVM running for 18.031)  09:34:22593 1.1.0.SNAP  INFO main server.ContainerRegistrar - Container {ip=192.168.0.120 host=Seattle groups= pid=1108 id=08c72e88-66d4-4b47-bd4a-8f5e5849  099f} joined cluster  09:34:22594 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - XD Home: C:\Test\spring-xd-1.1.0.BUILD-SNAPSHOT\xd\bin\..  09:34:22594 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - Transport: local  09:34:22595 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - XD config location: file:C:\Test\spring-xd-1.1.0.BUILD-SNAPSHOT\xd\bin\../config//  09:34:22596 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - XD config names: serversapplication  09:34:22596 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - XD module config location: file:C:\Test\spring-xd-1.1.0.BUILD-SNAPSHOT\xd\bin\../config//mo  dules/  09:34:22596 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - XD module config name: modules  09:34:22596 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - Container IP address: 192.168.0.120  09:34:22596 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - Container hostname:   Seattle  09:34:22596 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - Hadoop Distro: hadoop22  09:34:22597 1.1.0.SNAP  INFO DeploymentSupervisor-0 server.ContainerListener - Path cache event: path=/containers/08c72e88-66d4-4b47-bd4a-8f5e5849099f type=CH  ILD_ADDED  09:34:22600 1.1.0.SNAP  INFO DeploymentsPathChildrenCache-0 server.DeploymentListener - Path cache event: type=INITIALIZED  09:34:22607 1.1.0.SNAP  INFO DeploymentSupervisor-0 server.ContainerListener - Container arrived: Container{name='08c72e88-66d4-4b47-bd4a-8f5e5849099f' attrib  utes={ip=192.168.0.120 host=Seattle groups= pid=1108 id=08c72e88-66d4-4b47-bd4a-8f5e5849099f}}  09:34:22609 1.1.0.SNAP  INFO DeploymentSupervisor-0 server.ContainerListener - Scheduling deployments to new container(s) in 15000 ms  09:34:22611 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - Hadoop version detected from classpath: 2.2.0  09:34:22612 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - Zookeeper at: localhost:64424  09:34:22613 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - Zookeeper namespace: xd  09:34:22615 1.1.0.SNAP  INFO main util.XdConfigLoggingInitializer - Analytics: memory  09:34:22616 1.1.0.SNAP  INFO main server.ContainerServerApplication - Started ContainerServerApplication in 0.61 seconds (JVM running for 19.576)  09:36:15837 1.1.0.SNAP ERROR http-nio-9393-exec-3 rest.RestControllerAdvice - Caught exception while handling a request  java.lang.StringIndexOutOfBoundsException: String index out of range: -1          at java.lang.String.substring(String.java:1954)          at org.springframework.xd.dirt.module.ArchiveModuleRegistry.fromResource(ArchiveModuleRegistry.java:140)          at org.springframework.xd.dirt.module.ArchiveModuleRegistry.findDefinition(ArchiveModuleRegistry.java:68)          at org.springframework.xd.dirt.module.DelegatingModuleRegistry.findDefinition(DelegatingModuleRegistry.java:48)          at org.springframework.xd.dirt.module.store.ZooKeeperModuleDefinitionRepository.findByNameAndType(ZooKeeperModuleDefinitionRepository.java:78)          at org.springframework.xd.dirt.stream.XDStreamParser.resolveModuleType(XDStreamParser.java:317)          at org.springframework.xd.dirt.stream.XDStreamParser.determineType(XDStreamParser.java:212)          at org.springframework.xd.dirt.stream.XDStreamParser.parse(XDStreamParser.java:168)          at org.springframework.xd.dirt.stream.AbstractDeployer.save(AbstractDeployer.java:96)          at org.springframework.xd.dirt.rest.XDController.save(XDController.java:223)          at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)          at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)          at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)          at java.lang.reflect.Method.invoke(Method.java:483)          at org.springframework.web.method.support.InvocableHandalerMethod.invoke(InvocableHandlerMethod.java:215)          at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:132)          at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:104)          at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandleMethod(RequestMappingHandlerAdapter.java:781)          at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:721)          at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:83)          at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:943)          at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:877)          at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:966)          at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:868)          at javax.servlet.http.HttpServlet.service(HttpServlet.java:646)          at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:842)          at javax.servlet.http.HttpServlet.service(HttpServlet.java:727)          at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303)          at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)          at org.springframework.boot.actuate.trace.WebRequestTraceFilter.doFilterInternal(WebRequestTraceFilter.java:110)          at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)          at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)          at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)          at org.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfiguration$ApplicationContextHeaderFilter.doFilterInternal(EndpointWebMvcAutoConf  iguration.java:280)          at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)          at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)          at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)          at org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:186)          at org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:160)          at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)          at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)          at org.springframework.web.filter.HiddenHttpMethodFilter.doFilterInternal(HiddenHttpMethodFilter.java:77)          at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)          at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)          at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)          at org.springframework.web.filter.HttpPutFormContentFilter.doFilterInternal(HttpPutFormContentFilter.java:88)          at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)          at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)          at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)          at org.springframework.boot.actuate.autoconfigure.MetricFilterAutoConfiguration$MetricsFilter.doFilterInternal(MetricFilterAutoConfiguration.java:89)          at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)          at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)          at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)          at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:220)          at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:122)          at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:501)          at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:171)          at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:103)          at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:116)          at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:408)          at org.apache.coyote.http11.AbstractHttp11Processor.process(AbstractHttp11Processor.java:1070)          at org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:611)          at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1736)          at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.run(NioEndpoint.java:1695)          at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)          at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)          at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)          at java.lang.Thread.run(Thread.java:745)  {code}";0
XD-233;Create an shell to control all aspect of stream/job management;0
XD-2330;Zip created by Publish 1.1 only contains the shell. XD gemfire directories in the zip file are missing.;0
XD-2331;"Job deployment list returns 404 after Laptop wakes up *Version:*  XD 1.0.1  Mac OSX 10.9.5    *Problem:*  - Deployed a simple batch job in 'singlenode'  - Laptop put to sleep mode  - After login: notice that ZK is establishing connection   - Continues to clean-up prior to redeployment but never goes through successfully  - Listing job both in UI and Shell states it is ""undeployed""    *Gunnar's experiment:*  - System is running in Single Node  - Laptop goes to sleep  - After waking up your laptop from sleep you cannot retrieve the list of deployed jobs anymore (in AdminUI)    *Error:*  Only getting back a *404* - ""NoSuchBatchJobException"" ""Batch Job with the name abcd doesn't exist""";0
XD-2332;AdminUI - Provide Server-Side Cron Expression Validation It is easy to get a cron expression wrong.     Provide validation of the cron expression on the Schedule Job page using async validation.     * Submit the cron expression to the server-side - and validate that the expression is valid.  * Send a success message back (we may even send back some meta data … e.g. when is the next execution going to take place);0
XD-2338;Upgrade to Gradle 2.2 Looks like upgrade to Gradle 2.2 is not a simple version change e.g. I see:   {code} FAILURE: Build failed with an exception.  * Where: Build file '/Users/hillert/dev/git/spring-xd/build.gradle' line: 219  * What went wrong: A problem occurred evaluating root project 'spring-xd'. > Could not find method forceDependencyVersions() for arguments [project ':documentation-toolchain'] on root project 'spring-xd'. {code};0
XD-2339;Remove external config properties for modules There are some modules that use external config properties (kafka producer/consumer hadoop properties etc.). We need to avoid using such properties and have them configured inside module so that module and its properties are self contained.;0
XD-234;Support various output format e.g. Avro SequenceFile more advanced rollover options.;0
XD-2340;Ensure that branch-specific documentation is pulled and generated;0
XD-2344;"UI should quote parameters containing a space Trying to deploy the `timestampfile` job using the UI.    Seems the UI doesn't quote string parameters that contains a space so the job creation fails.    Keeping all the defaults I get the following ""Resulting Definition"" in the UI:    timestampfile --restartable=false --directory=/tmp/xd/output/ --fileExtension=txt --fileName=${xd.job.name} --format=yyyy-MM-dd HH:mm:ss --dateFormat=yyyy-MM-dd --makeUnique=true    (note: the --format parameter has a space)    which causes:    XD100E:(pos 128): Found unexpected data after stream definition: 'HH' timestampfile --restartable=false --directory=/tmp/xd/output/ --fileExtension=txt --fileName=${xd.job.name} --format=yyyy-MM-dd HH:mm:ss --dateFormat=yyyy-MM-dd --makeUnique=true *^";0
XD-2345;XD UI not usable with IE 11 Trying to use the XD UI with Internet Explorer (version 11.0.9600.17031) is difficult. The screen doesn't refresh when streams/jobs are created or deployed. Had to erase the browsing history continuously to get state updates to show in the UI.;0
XD-235;Modules (sinks processors sources) should be able to be easily tested inside the IDE using JUnit;0
XD-2351;POM generation creates the correct dependency list We are referencing Spring.IO deps when we shouldn't (since we moved to a different version of boot than in in the platform).;0
XD-2354;EC2 Integration Tests fail after Boot 1.2 upgrade Many of the tests fail with:    {code}  java.lang.IllegalStateException: Cannot find template location: class path resource [templates/] (please add some templates check your Groovy configuration or set spring.groovy.template.check-template-location=false)  {code}    Somehow we need to disable this check using the property suggested.;0
