issuekey;doc_clean;adj_storypoint
XD-1149;As a system administrator I need to connect to SonicMQ as jms provider    When setting up the correct spring xml file and added the correct jar files to the lib directory I received the following exception---      Question: is there a spot I should be defining the conversion strategy?    {code}    .   ____          _            __ _ _   /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \  ( ( )\___ | '_ | '_| | '_ \/ _` | \ \ \ \   \\/  ___)| |_)| | | | | || (_| |  ) ) ) )    '  |____| .__|_| |_|_| |_\__ | / / / /   =========|_|==============|___/=/_/_/_/   :: Spring Boot ::             (v0.5.0.M6)    15:04:36092 ERROR http-bio-9393-exec-1 rest.RestControllerAdvice:157 - Caught exception while handling a request  org.springframework.integration.MessageHandlingException: error occurred in message handler [moduleDeployer]    org.springframework.integration.handler.AbstractMessageHandler.handleMessage(AbstractMessageHandler.java:79)    org.springframework.integration.config.ServiceActivatorFactoryBean$1.handleRequestMessage(ServiceActivatorFactoryBean.java:83)    org.springframework.integration.handler.AbstractReplyProducingMessageHandler.handleMessageInternal(AbstractReplyProducingMessageHandler.java:142)    org.springframework.integration.handler.AbstractMessageHandler.handleMessage(AbstractMessageHandler.java:73)    org.springframework.integration.dispatcher.UnicastingDispatcher.doDispatch(UnicastingDispatcher.java:115)    org.springframework.integration.dispatcher.UnicastingDispatcher.dispatch(UnicastingDispatcher.java:102)    org.springframework.integration.channel.AbstractSubscribableChannel.doSend(AbstractSubscribableChannel.java:77)    org.springframework.integration.channel.AbstractMessageChannel.send(AbstractMessageChannel.java:178)    org.springframework.integration.channel.AbstractMessageChannel.send(AbstractMessageChannel.java:149)    org.springframework.messaging.core.GenericMessagingTemplate.doSend(GenericMessagingTemplate.java:94)    org.springframework.messaging.core.GenericMessagingTemplate.doSend(GenericMessagingTemplate.java:42)    org.springframework.messaging.core.AbstractMessageSendingTemplate.send(AbstractMessageSendingTemplate.java:86)    org.springframework.integration.handler.AbstractReplyProducingMessageHandler.sendMessage(AbstractReplyProducingMessageHandler.java:228)    org.springframework.integration.handler.AbstractReplyProducingMessageHandler.sendReplyMessage(AbstractReplyProducingMessageHandler.java:212)    org.springframework.integration.handler.AbstractReplyProducingMessageHandler.produceReply(AbstractReplyProducingMessageHandler.java:177)    org.springframework.integration.handler.AbstractReplyProducingMessageHandler.handleResult(AbstractReplyProducingMessageHandler.java:171)    org.springframework.integration.handler.AbstractReplyProducingMessageHandler.handleMessageInternal(AbstractReplyProducingMessageHandler.java:149)    org.springframework.integration.handler.AbstractMessageHandler.handleMessage(AbstractMessageHandler.java:73)    org.springframework.integration.dispatcher.UnicastingDispatcher.doDispatch(UnicastingDispatcher.java:115)    org.springframework.integration.dispatcher.UnicastingDispatcher.dispatch(UnicastingDispatcher.java:102)    org.springframework.integration.channel.AbstractSubscribableChannel.doSend(AbstractSubscribableChannel.java:77)    org.springframework.integration.channel.AbstractMessageChannel.send(AbstractMessageChannel.java:178)    org.springframework.integration.channel.AbstractMessageChannel.send(AbstractMessageChannel.java:149)    org.springframework.xd.dirt.stream.DeploymentMessageSender.sendDeploymentRequests(DeploymentMessageSender.java:57)    org.springframework.xd.dirt.stream.AbstractDeployer.sendDeploymentRequests(AbstractDeployer.java:137)    org.springframework.xd.dirt.stream.AbstractDeployer.basicDeploy(AbstractDeployer.java:157)    org.springframework.xd.dirt.stream.AbstractInstancePersistingDeployer.deploy(AbstractInstancePersistingDeployer.java:78)    org.springframework.xd.dirt.rest.XDController.save(XDController.java:242)    sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)    sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)    sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)    java.lang.reflect.Method.invoke(Method.java:606)    org.springframework.web.method.support.InvocableHandlerMethod.invoke(InvocableHandlerMethod.java:214)    org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:132)    org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:104)    org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandleMethod(RequestMappingHandlerAdapter.java:748)    org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:689)    org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:83)    org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:947)    org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:878)    org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:946)    org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:848)    javax.servlet.http.HttpServlet.service(HttpServlet.java:647)    org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:822)    javax.servlet.http.HttpServlet.service(HttpServlet.java:728)    org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:305)    org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:210)    org.springframework.web.filter.HttpPutFormContentFilter.doFilterInternal(HttpPutFormContentFilter.java:88)    org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:108)    org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:243)    org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:210)    org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:222)    org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:123)    org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:472)    org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:171)    org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:99)    org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:118)    org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:407)    org.apache.coyote.http11.AbstractHttp11Processor.process(AbstractHttp11Processor.java:1004)    org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:589)    org.apache.tomcat.util.net.JIoEndpoint$SocketProcessor.run(JIoEndpoint.java:310)    java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)    java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)    java.lang.Thread.run(Thread.java:744)  Caused by: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'connectionFactory' defined in file [/Users/dmarley/sandbox/spring-xd/build/dist/spring-xd/xd/modules/source/jms/config/../../../common/jms-sonic-infrastructure-context.xml]: Initialization of bean failed nested exception is org.springframework.beans.ConversionNotSupportedException: Failed to convert property value of type 'progress.message.jclient.ConnectionFactory' to required type 'javax.jms.ConnectionFactory' for property 'targetConnectionFactory' nested exception is java.lang.IllegalStateException: Cannot convert value of type [progress.message.jclient.ConnectionFactory] to required type [javax.jms.ConnectionFactory] for property 'targetConnectionFactory': no matching editors or conversion strategy found    org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:547)    org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:475)    org.springframework.beans.factory.support.AbstractBeanFactory$1.getObject(AbstractBeanFactory.java:300)    org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:228)    org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:296)    org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:195)    org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingletons(DefaultListableBeanFactory.java:660)    org.springframework.context.support.AbstractApplicationContext.finishBeanFactoryInitialization(AbstractApplicationContext.java:760)    org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:482)    org.springframework.boot.SpringApplication.refresh(SpringApplication.java:552)    org.springframework.boot.SpringApplication.run(SpringApplication.java:293)    org.springframework.boot.builder.SpringApplicationBuilder.run(SpringApplicationBuilder.java:130)    org.springframework.xd.module.SimpleModule.initialize(SimpleModule.java:135)    org.springframework.xd.dirt.module.ModuleDeployer.deploy(ModuleDeployer.java:239)    org.springframework.xd.dirt.module.ModuleDeployer.deployModule(ModuleDeployer.java:229)    org.springframework.xd.dirt.module.ModuleDeployer.handleDeploy(ModuleDeployer.java:214)    org.springframework.xd.dirt.module.ModuleDeployer.handleDeploymentRequest(ModuleDeployer.java:196)    org.springframework.xd.dirt.module.ModuleDeployer.handleMessageInternal(ModuleDeployer.java:137)    org.springframework.integration.handler.AbstractMessageHandler.handleMessage(AbstractMessageHandler.java:73)  	... 63 more  Caused by: org.springframework.beans.ConversionNotSupportedException: Failed to convert property value of type 'progress.message.jclient.ConnectionFactory' to required type 'javax.jms.ConnectionFactory' for property 'targetConnectionFactory' nested exception is java.lang.IllegalStateException: Cannot convert value of type [progress.message.jclient.ConnectionFactory] to required type [javax.jms.ConnectionFactory] for property 'targetConnectionFactory': no matching editors or conversion strategy found    org.springframework.beans.BeanWrapperImpl.convertIfNecessary(BeanWrapperImpl.java:474)    org.springframework.beans.BeanWrapperImpl.convertForProperty(BeanWrapperImpl.java:505)    org.springframework.beans.BeanWrapperImpl.convertForProperty(BeanWrapperImpl.java:499)    org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.convertForProperty(AbstractAutowireCapableBeanFactory.java:1497)    org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.applyPropertyValues(AbstractAutowireCapableBeanFactory.java:1456)    org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.populateBean(AbstractAutowireCapableBeanFactory.java:1192)    org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:537)  	... 81 more  Caused by: java.lang.IllegalStateException: Cannot convert value of type [progress.message.jclient.ConnectionFactory] to required type [javax.jms.ConnectionFactory] for property 'targetConnectionFactory': no matching editors or conversion strategy found    org.springframework.beans.TypeConverterDelegate.convertIfNecessary(TypeConverterDelegate.java:267)    org.springframework.beans.BeanWrapperImpl.convertIfNecessary(BeanWrapperImpl.java:459)  	... 87 more    {code};4
XD-1720;As a consequence of not fixing XD-1289 we should document keys of the form ${xd.stream.name} that are available to users    ${xd.[stream|job].name} and ${xd.container.???} come to mind there may be others;4
XD-1906;As a minimum we need some common polling strategy on the client side to detect status changes of job + streams etc. (E.g. during deployment of streams/jobs)    Ideally I would like to have this addressed on the server-side as well. It would be nice if we could propagate events between containers and admin-server that would inform about any changes in the system. We could then use those to notify connected UI clients.;3
XD-2123;As a user I'd like to have the option of _kerberized_ HDFS sink so that I can leverage Kerberos (open source distributed authentication system) for secured data writes into Hadoop.;3
XD-2127;As a user I'd like to have the option of _JMX_ source module so that I can publish/subscribe to JMX notifications.  *Reference:* [Sprint Integration JMX Support|http://docs.spring.io/spring-integration/reference/html/system-management-chapter.html#jmx];3
XD-2128;As a user I'd like to have the option of _WebSocket_ source module so that I can create a interactive communication channel between user's browser session and the runtime to ingest browser based events and activities.  *Reference:* [Spring Integration WebSocket Support|https://github.com/spring-projects/spring-integration/tree/master/spring-integration-websocket/src];3
XD-2130;As a user I'd like to have the option of _Cassandra_ sink so I can leverage the NoSQL database to write high volumes of variable data segments in high velocity.;3
XD-2132;As a user I'd like to have the option of _HAWQ_ sink so that I can write data directly into HAWQ via PXF extensions through Avro/Parquet format.;3
XD-2169;As a user I'd like to evaluate Spring Boot dependency upgrades so that I can make sure there aren't any side effects or impacts to existing functionalities.;3
XD-2179;As a user I'd like to have the option of _HDFS_ source module so that I can ingest data directly from HDFS file system.;3
XD-2180;"As a user I'd like to override the default ""commit-interval"" so that I can configure commit interval depending on data volume.    *Note:*  This would apply for all OOTB jobs that has partition support. The property could be part of _servers.yml_ file.";3
XD-2216;As a user I'd like to have Spring 'Core' upgraded to 4.1.1 (_milestone_ ) so that I can benefit from performance improvements associated with 'compiled' SpEL and other enhancements.;3
XD-2269;As a follow-up action from module registry refactoring we would have to clean-up deprecated functions _(ex: download of module definitions)_ within our codebase.     It may also be necessary to clean-up Shell and Admin-UI modules.;3
XD-2293;As a follow-up to Kafka message bus support we would like to rerun the failing tests after upgrading to new [consumer|https://cwiki.apache.org/confluence/display/KAFKA/Kafka+0.9+Consumer+Rewrite+Design] rewrite.   [Response from Kafka support|http://mail-archives.apache.org/mod_mbox/kafka-users/201410.mbox/%3CCAHwHRrWZmLr94eHX1z5i36BYz%2B%3DCisx7GcbW1_Nn7ooNJcShMw%40mail.gmail.com%3E].;3
XD-2383;As a user I'd like to have a Shell command so that I can point to the custom-built _module_ archive and push it to the runtime for immediate usage.;3
XD-2384;As a user I'd like to refer to documentation so that I can build the custom module based on recommended standards and patterns.;3
XD-2402;As a developer I'd like to investigate the increase in WARN logs so that I can troubleshoot and fix PMD/Sonar violations.  Consider notifying the violations through SONAR configurations. The committer should be notified.;3
XD-2434;As a QA I'd like to include acceptance test coverage for _Mail_ source module so that I can validate the functionality as part of every CI build.;3
XD-2435;As a QA I'd like to include acceptance test coverage for _reactor-ip_ source module so that I can validate the functionality as part of every CI build.;3
XD-2436;As a QA I'd like to include acceptance test coverage for _reactor-syslog_ source module so that I can validate the functionality as part of every CI build.;3
XD-2437;As a QA I'd like to include acceptance test coverage for _SFTP_ source module so that I can validate the functionality as part of every CI build.;3
XD-2438;As a QA I'd like to include acceptance test coverage for _aggregator_ processor module so that I can validate the functionality as part of every CI build.;3
XD-2439;As a QA I'd like to include acceptance test coverage for _analytic-pmml_ processor module so that I can validate the functionality as part of every CI build.;3
XD-2440;As a QA I'd like to include acceptance test coverage for _bridge_ processor module so that I can validate the functionality as part of every CI build.;3
XD-2441;As a QA I'd like to include acceptance test coverage for _http-client_ processor module so that I can validate the functionality as part of every CI build.;3
XD-2442;As a QA I'd like to include acceptance test coverage for _json-tuple_ processor module so that I can validate the functionality as part of every CI build.;3
XD-2443;As a QA I'd like to include acceptance test coverage for both _script_ and _scripts_ processor modules so that I can validate the functionality as part of every CI build.;3
XD-2444;As a QA I'd like to include acceptance test coverage for _splitter_ processor module so that I can validate the functionality as part of every CI build.;3
XD-2445;As a QA I'd like to include acceptance test coverage for _gauge_ sink module so that I can validate the functionality as part of every CI build.;3
XD-2446;As a QA I'd like to include acceptance test coverage for _aggregate-counter_ sink module so that I can validate the functionality as part of every CI build.;3
XD-2447;As a QA I'd like to include acceptance test coverage for _field-value-counter_ sink module so that I can validate the functionality as part of every CI build.;3
XD-2448;As a QA I'd like to include acceptance test coverage for _hdfs-dataset_ sink module so that I can validate the functionality as part of every CI build.;3
XD-2449;As a QA I'd like to include acceptance test coverage for _mail_ sink module so that I can validate the functionality as part of every CI build.;3
XD-2450;As a QA I'd like to include acceptance test coverage for _null_ sink module so that I can validate the functionality as part of every CI build.;3
XD-2451;As a QA I'd like to include acceptance test coverage for _rich_gauge_ sink module so that I can validate the functionality as part of every CI build.;3
XD-2452;As a QA I'd like to include acceptance test coverage for _router_ sink module so that I can validate the functionality as part of every CI build.;3
XD-2454;As a QA I'd like to include acceptance test coverage for _splunk_ sink module so that I can validate the functionality as part of every CI build.;3
XD-2455;As a QA I'd like to include acceptance test coverage for _throughput-sampler_ sink module so that I can validate the functionality as part of every CI build.;3
XD-2457;As a QA I'd like to include acceptance test coverage for _timestampfile_ batch job so that I can validate the functionality as part of every CI build.;3
XD-2471;"As a user I'd like to have concurrency and compression support for Kafka so that I can increase performance throughput and/or increase responsiveness    *Things to consider:*  * make global configuration options be ""defaults"" and allow per-deployment overrides  * add options for   ** concurrency  ** compression support";3
XD-2473;As a user I'd like to have the option to _ACK_ messages so that I can guarantee that the message/request sent is successful.;3
XD-2474;"As a user I'd like to have the option to implement _bindRequestor_ and _bindReplier_ so that I can ""bind a producer that expects async replies"" and ""bind a consumer that handles requests from a requestor and asynchronously sends replies"" respectively.";3
XD-2513;As a user I'd like to have the option to _compress_ messages so that I can influence the performance throughput. It'd be beneficial to have support for gzip zip compression and decompression.;3
XD-2523;As a user I'd like to have a gradle build option so that I can support module projects that will declare the Spring XD dependencies as provided configure the boot plugin for 'MODULE' layout and other boilerplate build configuration.    This is dependent on Boot's module layout scoping issue: https://github.com/spring-projects/spring-boot/issues/2187;3
XD-2526;As a QA I'd like to include acceptance test coverage for hdfs-dataset module so that I can validate the functionality as part of every CI build.;3
XD-2527;As a user I'd like to have the option to extend compression support so that I can override the defaults and customize as needed.  Follow-up from this PR: https://github.com/spring-projects/spring-xd/pull/1346;3
XD-2534;As a performance tester I'd like to rerun baseline benchmarks with batching enabled on Rabbit so that I can compare the results with previous performance snapshots.   Note: - batchingEnabled = true - batchingSize = 100 (default)  We could also vary default size to compute and record at granular level.;3
XD-2535;As a performance tester I'd like to re-run baseline benchmarks with compression enabled on Rabbit so that I can compare the results with previous performance snapshots.;3
XD-2550;As a user I'd like to have the option to store the custom module uber-jar in HDFS so that I can rely on the HA feature to reliably read and reinstall under failure scenarios.;3
XD-2551;As a user I'd like to have the option to store the custom module uber-jar in HDFS so that I can rely on the HA feature to reliably read and reinstall under failure scenarios.;3
XD-2552;As a CF user I'd like to have the ability to override the HDFS location so that I can change where the custom module _uber-jar_ can be stored and retrieved.;3
XD-2553;As a CF user I'd like to have the ability to override the YARN config location so that I can change where the custom module _uber-jar_ can be stored and retrieved.;3
XD-2554;As a user I'd like to have the option to stop an existing Spark job so that I can clean-up resources at the time of completion.;3
XD-2559;As a user I'd like to have a Redis based _aggregation_ over field-value counters so that I can continuously write the aggregation in Redis as we ingest more data.    *Scope:*  * Port specs from [previous implementation|https://github.com/spring-projects/spring-xd/wiki/OLD---Aggregate-Field-Value-Counters].  * Identify gaps  * Update reference documentation;3
XD-2560;As a user I'd like to have a Redis based aggregation over field-value counters so that I can continuously write the aggregation in Redis as we ingest more data.  *Scope:* * Port specs from [previous implementation|https://github.com/spring-projects/spring-xd/wiki/OLD---Aggregate-Field-Value-Counters]. * Identify gaps * Update reference documentation;3
XD-2562;As a developer I'd like to isolate the Hadoop tests in a different project so that the DIRT project doesn't have to depend upon thus eliminating the incorrect CP file generation in eclipse.;3
XD-2590;As a user I'd like to have the option to extend the default message handling behavior for HTTP source-module so that I can override the settings via _servers.yml_ to control the default message size.    *Notes:*  The adapter currently has that hard-coded (1MB limit) in the HttpChunkAggregator. We will have to expose this property for overrides. [Related PR|https://github.com/spring-projects/spring-xd/pull/1367].;3
XD-2606;As a user I'd like to have an option to track history so that I get the visibility of stream name module name etc. added as part of the message header.;3
XD-2662;As a developer I'd like to run acceptance test coverage in Windows so that I can evaluate XD functionalities.    The scope is to provision Windows image in EC2 and run acceptance test in the environment. Potentially also try to create this as CI build.;3
XD-2693;As a developer I'd like to run Kafka tests with Kafka Server as a separate running process so that I can improve build experience.;3
XD-2699;As a developer I'd like to review the current sonar violations so that I can fix the relevant and update the irrelevant ones as invalid.;3
XD-2718;As a user I'd like to clean up message bus resources associated with the stream so that when the stream is destroyed so does the coupled queues/topics.;3
XD-2719;As a user I'd like to clean-up stale queues/topics associated with the stream so when the stream gets destroyed I can clean-up resources.;3
XD-2730;"As a user I'd like to include the deployment manifest from the file so that I don't have spend time typing as ""inline properties"".";3
XD-2757;As a developer I'd like to have the high-level description for each of the modules so that I can use the description (presumably what is captured in javadoc for the module definition) to understand the purpose of the module itself.;3
XD-2784;As a developer I'd like to research and Identify the EC2 infrastructure required  so that I can run performance tests on Kafka.;3
XD-2785;As a developer I'd like to identify the Kafka configurations so that I could setup infrastructure to perform performance testing.;3
XD-2787;As a developer I'd like to add load generator _source_ module so that I could use it for performance testing use-cases.;3
XD-2788;As a developer I'd like to add load receiving _sink_ module so that I can measure received throughput;3
XD-2805;As a user I'd like to add the Hadoop _namenode_ specifics in a config file so that I don't have to incur the hassle of pointing to the _namenode_ location every time I open a new DSL session but it is automatically configured.;3
XD-2849;As a developer I'd like to create a end-to-end Kafka use-case so I can study demonstrate and verify kafka + xd play that's built for scale and performance.;3
XD-2882;"As a user I'd like to have an option to have the hdfs sink use ""Syncable"" writes to provide better resiliency in the case of sink/container failures. I'm willing to accept the performance penalty if I choose this option.";3
XD-2892;As a developer I'd like to certify Spring XD against PHD 3.0 so I can synchronize with the latest ODP based bits.;3
XD-2896;As a user I'd like to have the configuration option to use an alternative DLQ so I can publish the message this time with additional headers including one that contains the exception (and stack trace).;3
XD-2899;As a developer I would like to connect to the broker that hosts the Rabbit queue so I can connect to a Rabbit cluster that's setup for HA/FT. Perhaps consider having this feature natively supported in spring amqp itself.;3
XD-2922;As a Spring XD user I'd like to create streaming pipelines so I can take advantage of latest specs from both XD and Spark/Spark Streaming.;3
XD-2936;As a user I'd like to have an option to specify _timeout_ so I can expect the job to not run forever if it is in hung state.;3
XD-2943;As a users I would to be able to execute SQL Statement/Script via a Processor or Job statement.;3
XD-2957;As a developer I'd like to document the Kryo optimization guidelines so the end-users can refer to it while tuning to improve performance.;3
XD-2959;As a developer I'd like to create a Tuple _load-generator_ so I can use it to measure {{Tuple}} based payload performance.;3
XD-2960;As a developer I'd like to create a new _load-generator_ so I can use it to measure highly optimized (kryo serialized) payload to measure the performance differences.;3
XD-2969;As a developer I'd like to have the option of CoAP source module so I can consume data using bandwidth efficient protocol that fits in constrained embedded environment.;3
XD-2973;As a user I'd like to run the sqoop jobs against secured hdfs cluster so I can restrict access to only authorized users.;3
XD-2992;As a user I'd like to consume multiple topic-partitions so I can have the option to consume from multiple data endpoints and still be able to serve the data via single queue.;3
XD-2999;As a developer I'd like to benchmark a stream with and without {{JMX}} enabled so I can test in isolation and document the differences in performance.;3
XD-3026;As a spring developer I can specify the default value for the module configs at the module config xml file and if no specific overriding options given the default value should get preferred.  Currently I see that by design we want to rely on the default option values from the ModuleOption metadata. But the cases where some module configurations can't have the default (say customerKey for twitterstream module) and would be tempting to just try deploying after changing the twitterstream.xml with the default value expecting it to work.;3
XD-3050;As a developer I'd like to move the project reactor based [data processor module|https://github.com/spring-projects/spring-xd-modules/tree/master/spring-xd-reactor] from _spring-xd-module_ repo to the core so I can natively use Reactor's Stream API to build processor modules.;3
XD-3061;As a developer I'd like to remove _ID_ and _TimeStamp_ attributes from the {{Tuple}} class so I can improve performance characteristics by not having them go through _serde_ instead we could leverage message headers to collect such information.;3
XD-3072;As a Flo developer I'd like to add improvements to existing Flo parser endpoints so I can streamline the error reporting strategy.;3
XD-3077;As a developer I'd like to default to HDFS as distributed remote location for custom module registry so I can use xd-shell or the REST-API directly to upload the custom module bits. I would also like to remove custom-modules.zip artifact from YARN distribution.;3
XD-3103;As a developer I'd like to upgrade to 2.0.3 release of Reactor so I can inherit the latest optimizations to further improve XD performance characteristics.;3
XD-3107;As a XD build master I'd like to fix (local ./gradlew dist and distZip targets) the outstanding build issues so I can evaluate that publish builds works as expected.;3
XD-3164;As a developer I want to be able to override Kafka bus defaults for module consumers and producers so that I can finely tune performance and behaviour.     Such properties should include  - autoCommitEnabledqueueSizemaxWaitfetchSize for consumers  - batchSizebatchTimeout for producers;3
XD-3165;As a PM I'd like to have XD and XD + Ambari RPM scripts into a single public repo so that users can go to a single location to use the respective build scripts.;3
XD-3222;"As a user I would like to connect the Sqoop batch job to Teradata for import jobs.     I have tried the Teradata JDBC driver directly using:    {code}job create tdTest --definition ""sqoop --command=import --args='--table Frequent_Flyers --connect jdbc:teradata://tdexpress/DATABASE=transportation --driver com.teradata.jdbc.TeraDriver --username dbc --password dbc --target-dir=/xd/teradata --num-mappers 1'""  {code}    but that results in an NPE.    The only way so far is to use the Hortonworks Connector for Teradata - http://public-repo-1.hortonworks.com/HDP/tools/2.2.4.2/hdp-connector-for-teradata-1.3.4.2.2.4.2-2-distro.tar.gz    That one allows me to use the following:    {code}job create tdTest --definition ""sqoop --command=import --args='--table Frequent_Flyers --connect jdbc:teradata://tdexpress/DATABASE=transportation --connection-manager org.apache.sqoop.teradata.TeradataConnManager --username dbc --password dbc --target-dir=/xd/teradata --num-mappers 1'""  {code}";3
XD-3223;As a user I would like to be able to configure the logging directory to be outside of what is defined as xd.home. The logging directory is currently hard coded as {code}${xd.home}/logs{code}.    This would be useful for RPM installations where the logs really should be going to `/var/logs/spring-xd` instead of the current `/opt/pivotal/spring-xd/xd/logs` location.;3
XD-3269;As a Spring XD developer I'd like to have a permanent location of SPI implementations so I could use the common repo every time I contribute or enhance the test coverage.;3
XD-3271;As a Spring XD user I'd like to make SPI implementation profile aware so I can run {{java -jar admin}} or {{cf push}} admin or {{ltc create admin}} and the corresponding implementation gets wired-in automatically.;3
XD-3281;As a Spring XD developer I'd like to self-register {{xd-admin}} server with {{Eureka}} so I could have admin server exposed as discoverable endpoint.;3
XD-3282;As a s-c-s developer I'd like to setup CI builds for s-c-s builds so I can incrementally build and test code commits automatically.;3
XD-3303;As a user I'd like to refer to documentation while migrating to 1.3 release.;3
XD-3311;As a s-c-d developer I'd like to create {[ModuleRegistry}} stubs so I can create mock streams by interacting with the registry APIs.;3
XD-3312;As a s-c-s developer I'd like to move {{spring-cloud-stream-modules}} from s-c-s to s-c repo so I can cleanup s-c-s project and at the same time make these modules visible outside of s-c-s.;3
XD-3315;As a s-c-s developer I'd like to adapt redis {{counter}} from XD to s-c-s so I can build streaming pipes using s-c-s modules with simple counters to feed dashboards.;3
XD-3322;As a s-c-s developer I'd like to setup CI infrastructure for {{spring-cloud-stream-modules}} (s-c-s-m) repo so I can build the project continuously on every commits.;3
XD-3343;As a s-c-s developer I'd like to create a public screencast of {{firehose| counter}} pipe so I can demonstrate s-c-s and the development experience.;3
XD-3348;As a s-c-d developer I'd like to add support for _profiles_ to the core {{Admin}} application so I can back the stream repository with respective backend strategy. For example: {{local}} profile would use in-memory strategy to store the metadata.;3
XD-3350;As a s-c-d developer I'd like to add support to expose counter (metrics) endpoints so I can consume to feed the dashboards to demonstrate {{firehose | counter}} pipe.;3
XD-3357;As a Spring XD user I'm trying to use a custom MongoDB Batch job however I'm getting an error running it against 1.2.0/1.2.1 release while the same works with older releases of Spring XD. More details in this [SO thread|http://stackoverflow.com/questions/31838720/mongodb-batch-job-broken-in-spring-xd-1-2-0].;3
XD-3379;As a Spring XD developer I'd like to create a section on migration strategy from {{1.2}} to {{1.3}} releases so I can document new improvements and backward incompatibility specifics.;3
XD-3393;As a s-c-d developer I'd like to upgrade {{receptor-client}} to comply with latest {{Receptor}} API changes so I can sync-up and take advantage of the recent improvements.;3
XD-3400;As a s-c-d user I'd like to have the option to support passing definition parameters into YARN container so I can effectively use those _params_ within the module running inside the container.;3
XD-3401;As a s-c-d developer I'd like to add support to deploy YARN App into HDFS automatically so I can have the {{xd-admin}} orchestrate overall deployment by leveraging the manifest to deploy where and with what assets.;3
XD-3407;As a s-c-d developer I'd like to complete documentation and test-cases on resolving and adding JAR's to Boot loader so we could use this as a reference while porting modules with external dependencies.;3
XD-3411;As a s-c-d developer I'd like to move the external library to its own project so we have a clear separation of functionalities in s-c-d repo.;3
XD-3418;As a s-c-s developer I'd like to enable {{offline}} mode for {{AetherModuleResolver}} so I can pull the module artifacts from local instead of remote maven repo.;3
XD-3445;As a s-c-s developer I'd like to fix the {{Kafka}} binder so I can create messaging microservices apps and successfully bind them to an operational Kafka broker.;3
XD-3448;As a s-c-d developer I'd like to study [Concourse CI|http://concourse.ci/] so I can understand how to use it for s-c-d going forward.;3
XD-3454;As a module author I would like to apply RxJava processor module with spring cloud stream.;3
XD-3467;As a s-c-d developer I'd like to add support for hadoop commands in shell so I can use it to query the hadoop file system.;3
